Weaving configuration: EXEC,CALL,FIELD,ARRAY,SYNC,LABEL,PARAM,LOCAL,OBJECT,LINE
Selected File Format: Frequency
Excluded by name filter: jdk/internal/logger/BootstrapLogger$DetectBackend$1
Excluded by name filter: java/util/ServiceLoader
Excluded by name filter: java/util/ServiceLoader$ModuleServicesLookupIterator
Excluded by name filter: java/util/Spliterators$1Adapter
Excluded by name filter: java/util/ServiceLoader$LazyClassPathLookupIterator
Excluded by name filter: java/util/ServiceLoader$2
Excluded by name filter: java/util/ServiceLoader$3
Excluded by name filter: jdk/internal/loader/URLClassPath$1
Excluded by name filter: jdk/internal/loader/BuiltinClassLoader$1
Excluded by name filter: java/util/Collections$EmptyEnumeration
Excluded by name filter: java/lang/CompoundEnumeration
Excluded by name filter: java/util/ServiceLoader$1
Excluded by name filter: java/util/ServiceLoader$Provider
Excluded by name filter: java/util/ServiceLoader$ProviderImpl
Excluded by name filter: jdk/internal/logger/BootstrapLogger$LoggingBackend
Excluded by name filter: jdk/internal/logger/BootstrapLogger$RedirectedLoggers
Excluded by name filter: jdk/internal/logger/BootstrapLogger$BootstrapExecutors
Excluded by name filter: java/util/logging/LogManager$4
Excluded by name filter: java/util/logging/Logger$SystemLoggerHelper
Excluded by name filter: java/util/logging/Logger$SystemLoggerHelper$1
Excluded by name filter: jdk/internal/logger/DefaultLoggerFinder$1
Weaving executed: Class=com/zaxxer/nuprocess/internal/Constants, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=8e055b21fee29f695f51be701606865c4afe5348, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/Constants
Weaving executed: Class=com/zaxxer/nuprocess/internal/Constants$OperatingSystem, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=55dbf1d20e46a10865aa13fca90ff54a28d61b88, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/Constants$OperatingSystem
Weaving executed: Class=com/zaxxer/nuprocess/internal/IEventProcessor, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=b3fafa23a13c1b4fa5bb7925518af8c3acad0ab5, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/IEventProcessor
Weaving executed: Class=com/zaxxer/nuprocess/internal/BasePosixProcess$1, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=58980863eefd056d5ae15272046e4b76226d1b1d, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/BasePosixProcess$1
Weaving executed: Class=com/zaxxer/nuprocess/linux/LibEpoll, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=1dccbd625083eac1ba71f43d47890de0989738b6, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/LibEpoll
Excluded by name filter: com/sun/jna/Platform
Excluded by name filter: java/lang/SecurityException
Excluded by name filter: com/sun/jna/Native
Excluded by name filter: com/sun/jna/Version
Excluded by name filter: com/sun/jna/Callback$UncaughtExceptionHandler
Excluded by name filter: com/sun/jna/Native$7
Excluded by name filter: java/io/UnsupportedEncodingException
Excluded by name filter: java/lang/UnsatisfiedLinkError
Excluded by name filter: java/net/URISyntaxException
Excluded by name filter: java/io/FilenameFilter
Excluded by name filter: com/sun/jna/FromNativeContext
Excluded by name filter: com/sun/jna/MethodResultContext
Excluded by name filter: com/sun/jna/FunctionResultContext
Excluded by name filter: com/sun/jna/Native$1
Excluded by name filter: com/sun/jna/Native$5
Excluded by name filter: sun/net/www/protocol/jar/JarURLConnection
Excluded by name filter: java/net/JarURLConnection
Excluded by name filter: sun/net/www/protocol/jar/JarFileFactory
Excluded by name filter: sun/net/www/protocol/jar/URLJarFile$URLJarFileCloseController
Excluded by name filter: sun/net/www/protocol/jar/URLJarFile
Excluded by name filter: sun/net/www/protocol/jar/URLJarFile$URLJarFileEntry
Excluded by name filter: sun/net/www/protocol/jar/JarURLConnection$JarURLInputStream
Excluded by name filter: java/io/DeleteOnExitHook
Excluded by name filter: java/io/DeleteOnExitHook$1
Excluded by name filter: java/io/FileOutputStream$1
Excluded by name filter: java/nio/ShortBuffer
Excluded by name filter: java/nio/FloatBuffer
Excluded by name filter: java/nio/DoubleBuffer
Excluded by name filter: sun/util/PreHashedMap
Excluded by name filter: sun/nio/cs/StandardCharsets$Aliases
Excluded by name filter: sun/nio/cs/StandardCharsets$Cache
Excluded by name filter: sun/nio/cs/ISO_8859_1
Excluded by name filter: sun/nio/cs/US_ASCII
Excluded by name filter: java/nio/charset/StandardCharsets
Excluded by name filter: sun/nio/cs/UTF_16BE
Excluded by name filter: sun/nio/cs/UTF_16LE
Excluded by name filter: sun/nio/cs/UTF_16
Excluded by name filter: com/sun/jna/Pointer
Excluded by name filter: com/sun/jna/Pointer$Opaque
Excluded by name filter: com/sun/jna/Structure
Excluded by name filter: com/sun/jna/Structure$1
Excluded by name filter: com/sun/jna/Structure$2
Excluded by name filter: com/sun/jna/Structure$3
Excluded by name filter: com/sun/jna/Memory
Excluded by name filter: com/sun/jna/Structure$AutoAllocated
Excluded by name filter: com/sun/jna/ToNativeContext
Excluded by name filter: com/sun/jna/StructureWriteContext
Excluded by name filter: com/sun/jna/ToNativeConverter
Excluded by name filter: com/sun/jna/FromNativeConverter
Excluded by name filter: com/sun/jna/StructureReadContext
Excluded by name filter: com/sun/jna/Structure$ByValue
Excluded by name filter: com/sun/jna/Callback
Excluded by name filter: com/sun/jna/CallbackReference$AttachOptions
Excluded by name filter: com/sun/jna/CallbackReference
Excluded by name filter: com/sun/jna/CallbackProxy
Excluded by name filter: com/sun/jna/WString
Excluded by name filter: com/sun/jna/NativeMapped
Excluded by name filter: com/sun/jna/IntegerType
Excluded by name filter: com/sun/jna/PointerType
Excluded by name filter: com/sun/jna/JNIEnv
Excluded by name filter: com/sun/jna/Native$ffi_callback
Excluded by name filter: com/sun/jna/Structure$FFIType$FFITypes
Excluded by name filter: com/sun/jna/Native$2
Excluded by name filter: com/sun/jna/Native$6
Excluded by name filter: java/util/stream/ForEachOps
Excluded by name filter: java/util/stream/ForEachOps$ForEachOp
Excluded by name filter: java/util/stream/ForEachOps$ForEachOp$OfRef
Excluded by name filter: java/util/HashMap$HashMapSpliterator
Excluded by name filter: java/util/HashMap$KeySpliterator
Excluded by name filter: java/util/Collections$SingletonMap
Excluded by name filter: com/sun/jna/NativeLibrary
Excluded by name filter: java/lang/NumberFormatException
Excluded by name filter: java/io/Reader
Excluded by name filter: java/io/InputStreamReader
Excluded by name filter: java/lang/ProcessBuilder
Excluded by name filter: java/lang/ProcessImpl
Excluded by name filter: java/lang/Process
Excluded by name filter: java/lang/ProcessImpl$Platform
Excluded by name filter: java/lang/ProcessImpl$LaunchMechanism
Excluded by name filter: java/lang/ProcessHandleImpl
Excluded by name filter: java/lang/ProcessHandle
Excluded by name filter: java/util/concurrent/Executor
Excluded by name filter: java/util/concurrent/ThreadLocalRandom
Excluded by name filter: jdk/internal/util/random/RandomSupport
Excluded by name filter: java/util/concurrent/Executors
Excluded by name filter: java/util/concurrent/ThreadPoolExecutor
Excluded by name filter: java/util/concurrent/ExecutorService
Excluded by name filter: java/util/concurrent/AbstractExecutorService
Excluded by name filter: java/util/concurrent/ThreadPoolExecutor$AbortPolicy
Excluded by name filter: java/util/concurrent/RejectedExecutionHandler
Excluded by name filter: java/util/concurrent/SynchronousQueue
Excluded by name filter: java/util/concurrent/BlockingQueue
Excluded by name filter: java/util/concurrent/SynchronousQueue$TransferStack
Excluded by name filter: java/util/concurrent/SynchronousQueue$Transferer
Excluded by name filter: java/util/concurrent/SynchronousQueue$TransferStack$SNode
Excluded by name filter: java/util/concurrent/ForkJoinPool$ManagedBlocker
Excluded by name filter: java/util/concurrent/locks/AbstractQueuedSynchronizer$ConditionObject
Excluded by name filter: java/util/concurrent/locks/Condition
Excluded by name filter: java/lang/ProcessImpl$1
Excluded by name filter: java/lang/ProcessImpl$ProcessPipeOutputStream
Excluded by name filter: java/lang/ProcessImpl$ProcessPipeInputStream
Excluded by name filter: java/lang/Process$PipeInputStream
Excluded by name filter: java/lang/ProcessHandleImpl$ExitCompletion
Excluded by name filter: java/util/concurrent/CompletableFuture
Excluded by name filter: java/util/concurrent/Future
Excluded by name filter: java/util/concurrent/CompletionStage
Excluded by name filter: java/util/concurrent/CompletableFuture$AltResult
Excluded by name filter: java/util/concurrent/ForkJoinPool
Excluded by name filter: java/lang/invoke/VarHandleLongs$FieldInstanceReadOnly
Excluded by name filter: java/lang/invoke/VarHandleLongs$FieldInstanceReadWrite
Excluded by name filter: java/lang/invoke/VarHandleInts$FieldInstanceReadOnly
Excluded by name filter: java/lang/invoke/VarHandleInts$FieldInstanceReadWrite
Excluded by name filter: java/lang/invoke/VarHandleInts$FieldStaticReadOnly
Excluded by name filter: java/lang/invoke/VarHandleInts$FieldStaticReadWrite
Excluded by name filter: java/util/concurrent/ForkJoinPool$ForkJoinWorkerThreadFactory
Excluded by name filter: java/util/concurrent/ForkJoinPool$DefaultForkJoinWorkerThreadFactory
Excluded by name filter: java/util/concurrent/ForkJoinPool$1
Excluded by name filter: java/util/concurrent/ForkJoinPool$DefaultCommonPoolForkJoinWorkerThreadFactory
Excluded by name filter: java/util/concurrent/ForkJoinPool$WorkQueue
Excluded by name filter: java/util/concurrent/CompletableFuture$Completion
Excluded by name filter: java/util/concurrent/CompletableFuture$AsynchronousCompletionTask
Excluded by name filter: java/util/concurrent/ForkJoinTask
Excluded by name filter: java/lang/ProcessHandleImpl$1
Excluded by name filter: java/util/concurrent/ThreadPoolExecutor$Worker
Excluded by name filter: java/lang/Thread$State
Excluded by name filter: java/util/concurrent/CompletableFuture$UniHandle
Excluded by name filter: java/util/concurrent/CompletableFuture$UniCompletion
Excluded by name filter: java/util/concurrent/ForkJoinTask$Aux
Excluded by name filter: jdk/internal/event/ProcessStartEvent
Excluded by name filter: jdk/internal/event/Event
Excluded by name filter: java/io/BufferedReader
Excluded by name filter: sun/nio/cs/StreamDecoder
Excluded by name filter: java/lang/ProcessBuilder$NullInputStream
Excluded by name filter: java/lang/ProcessBuilder$NullOutputStream
Excluded by name filter: java/util/AbstractMap$SimpleImmutableEntry
Excluded by name filter: java/util/Collections$SingletonSet
Excluded by name filter: com/sun/jna/Library
Excluded by name filter: com/sun/jna/Native$Buffers
Excluded by name filter: com/sun/jna/Structure$FFIType
Excluded by name filter: com/sun/jna/TypeMapper
Excluded by name filter: com/sun/jna/Function
Excluded by name filter: com/sun/jna/MethodParameterContext
Excluded by name filter: com/sun/jna/FunctionParameterContext
Excluded by name filter: com/sun/jna/VarArgsChecker
Excluded by name filter: com/sun/jna/VarArgsChecker$RealVarArgsChecker
Excluded by name filter: com/sun/jna/VarArgsChecker$NoVarArgsChecker
Excluded by name filter: java/lang/reflect/TypeVariable
Excluded by name filter: java/lang/reflect/AnnotatedType
Weaving executed: Class=com/zaxxer/nuprocess/linux/ProcessEpoll, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=816b8121c4346265aaa24901f955d52f69fce5ee, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/ProcessEpoll
Weaving executed: Class=com/zaxxer/nuprocess/internal/BaseEventProcessor, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=3a33db45bba862e5ec83471a944d014022d5c1dd, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/BaseEventProcessor
Excluded by name filter: java/util/concurrent/ArrayBlockingQueue
Weaving executed: Class=com/zaxxer/nuprocess/linux/EpollEvent, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=559d593d82f6d4f17d015416ca4f4d8805c62c43, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/EpollEvent
Weaving executed: Class=com/zaxxer/nuprocess/linux/EpollEvent$EpollEventPrototype, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=9a933393578eb1be574e274431ca1d9a23639228, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/EpollEvent$EpollEventPrototype
Weaving executed: Class=com/zaxxer/nuprocess/linux/EpollEvent$EpollEventPrototype$EpollData, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=b8584d7c3c58b08448698ade65a0ddb60199a6fe, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/EpollEvent$EpollEventPrototype$EpollData
Excluded by name filter: com/sun/jna/Union
Excluded by name filter: com/sun/jna/Structure$ByReference
Excluded by name filter: com/sun/jna/Structure$StructField
Excluded by name filter: com/sun/jna/Structure$LayoutInfo
Excluded by name filter: jdk/internal/reflect/UnsafeIntegerFieldAccessorImpl
Excluded by name filter: jdk/internal/reflect/UnsafeLongFieldAccessorImpl
Excluded by name filter: com/sun/jna/Memory$SharedMemory
Excluded by name filter: com/sun/jna/WeakMemoryHolder
Excluded by name filter: java/util/concurrent/atomic/AtomicBoolean
Excluded by name filter: java/util/concurrent/CountDownLatch
Excluded by name filter: java/util/concurrent/CountDownLatch$Sync
Weaving executed: Class=com/zaxxer/nuprocess/internal/ReferenceCountedFileDescriptor, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=3d3c043bead22823a761e9f34afbb0d8d10ca7ab, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/ReferenceCountedFileDescriptor
Excluded by name filter: com/sun/jna/LastErrorException
Weaving executed: Class=com/zaxxer/nuprocess/internal/LibC, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=90c5936f4fc3c3690ed0f67b27a3c7121f3c0a5a, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/LibC
Excluded by name filter: com/sun/jna/ptr/IntByReference
Excluded by name filter: com/sun/jna/ptr/ByReference
Excluded by name filter: com/sun/jna/StringArray
Excluded by name filter: com/sun/jna/Function$PostCallRead
Excluded by name filter: com/sun/jna/NativeMappedConverter
Excluded by name filter: com/sun/jna/TypeConverter
Weaving executed: Class=com/zaxxer/nuprocess/internal/LibC$SyscallLibrary, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=8f5da3b0199d0271ffbb2f669629c1086eee3f75, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/LibC$SyscallLibrary
Excluded by name filter: com/sun/jna/Library$Handler
Excluded by name filter: com/sun/jna/AltCallingConvention
Excluded by name filter: jdk/proxy2/$Proxy9
Weaving executed: Class=com/zaxxer/nuprocess/linux/LinuxProcess$LaunchMechanism, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=9f264bd8757faa50391ea5694bd9fb879b28a319, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/linux/LinuxProcess$LaunchMechanism
Weaving executed: Class=com/zaxxer/nuprocess/internal/LibJava10, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=60f6cccf94d01460bdfb72e84f4e9b9fd9dd7969, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/internal/LibJava10
Excluded by name filter: java/util/concurrent/CyclicBarrier
Excluded by name filter: java/util/concurrent/CyclicBarrier$Generation
Excluded by name filter: java/util/concurrent/locks/AbstractQueuedSynchronizer$ConditionNode
Excluded by name filter: java/util/concurrent/locks/AbstractQueuedSynchronizer$Node
Excluded by name filter: java/util/concurrent/ForkJoinWorkerThread
Excluded by name filter: java/util/concurrent/locks/AbstractQueuedSynchronizer$ExclusiveNode
Excluded by name filter: java/util/LinkedList$Node
Excluded by name filter: java/util/concurrent/locks/AbstractQueuedSynchronizer$SharedNode
Excluded by name filter: jdk/internal/access/foreign/MemorySegmentProxy
Excluded by name filter: org/junit/runner/notification/RunNotifier$7
Weaving executed: Class=com/zaxxer/nuprocess/CatTest$Utf8DecodingListener, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=907c82437922b05837b76fd25a9f97ff234d56d2, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/CatTest$Utf8DecodingListener
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=f54745c70f8abe8a5b9ef6c9ea58faf2d5c94cb8, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuCharsetEncoderHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=626df2553bab19a7068288aa7dad7160ce37227c, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuCharsetEncoderHandler
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuCharsetDecoderHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=3d630f4f3ed6ec310c373623f119cc2c63dfb217, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuCharsetDecoderHandler
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuCharsetEncoder, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=0575834d659126c6feb2d2052eaf67227ced8525, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuCharsetEncoder
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler$StdinEncoderHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=460a240ec803f6cab77c63ddf89c2267f89da6b8, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler$StdinEncoderHandler
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuCharsetDecoder, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=82bcde4a96106b28594a1b6d8658345528e4046e, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuCharsetDecoder
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler$StdoutDecoderHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=621922a42c12cbf0e41907685ba896e42fe2ae65, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler$StdoutDecoderHandler
Weaving executed: Class=com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler$StderrDecoderHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/classes/, LogLevel=Normal, ClassHash=251c7c3b700d4569101f4532917f8a360e8e1992, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler$StderrDecoderHandler
Excluded by name filter: java/nio/StringCharBuffer
Excluded by name filter: sun/nio/cs/Surrogate$Parser
Excluded by name filter: sun/nio/cs/Surrogate
Weaving executed: Class=com/zaxxer/nuprocess/CatTest$1, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=c369b84d6674a1af6fe49380061f313f87e49fe4, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/CatTest$1
Weaving executed: Class=com/zaxxer/nuprocess/CatTest$2, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=d2e75c53a0f452ea54bc13a3974f3cb802862918, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/CatTest$2
Excluded by name filter: java/util/logging/LogRecord
Excluded by name filter: java/time/temporal/TemporalAccessor
Excluded by name filter: java/time/temporal/Temporal
Excluded by name filter: java/time/temporal/TemporalAdjuster
Excluded by name filter: java/time/Instant
Excluded by name filter: java/time/InstantSource
Excluded by name filter: java/time/Clock
Excluded by name filter: java/util/logging/ConsoleHandler
Excluded by name filter: java/util/logging/StreamHandler
Excluded by name filter: java/util/logging/SimpleFormatter
Excluded by name filter: java/util/logging/Formatter
Excluded by name filter: jdk/internal/logger/SurrogateLogger
Excluded by name filter: jdk/internal/logger/SimpleConsoleLogger
Excluded by name filter: sun/util/logging/PlatformLogger$ConfigurableBridge$LoggerConfiguration
Excluded by name filter: java/lang/System$Logger$Level
Excluded by name filter: sun/util/logging/PlatformLogger
Excluded by name filter: sun/util/logging/PlatformLogger$Level
Excluded by name filter: jdk/internal/logger/SimpleConsoleLogger$Formatting
Excluded by name filter: java/util/logging/ErrorManager
Excluded by name filter: java/util/logging/Handler$1
Excluded by name filter: java/util/logging/StreamHandler$1
Excluded by name filter: java/util/logging/LogManager$CloseOnReset
Excluded by name filter: java/time/ZoneId
Excluded by name filter: java/util/TimeZone
Excluded by name filter: sun/util/calendar/ZoneInfo
Excluded by name filter: sun/util/calendar/ZoneInfoFile
Excluded by name filter: sun/util/calendar/ZoneInfoFile$1
Excluded by name filter: java/io/DataInputStream
Excluded by name filter: sun/util/calendar/ZoneInfoFile$ZoneOffsetTransitionRule
Excluded by name filter: sun/util/calendar/ZoneInfoFile$Checksum
Excluded by name filter: java/time/ZoneRegion
Excluded by name filter: java/time/zone/ZoneRulesProvider
Excluded by name filter: java/time/zone/ZoneRulesProvider$1
Excluded by name filter: java/time/zone/TzdbZoneRulesProvider
Excluded by name filter: java/time/zone/Ser
Excluded by name filter: java/time/zone/ZoneRules
Excluded by name filter: java/time/zone/ZoneOffsetTransitionRule
Excluded by name filter: java/time/chrono/ChronoLocalDateTime
Excluded by name filter: java/time/LocalDateTime
Excluded by name filter: java/time/ZoneOffset
Excluded by name filter: java/time/zone/ZoneOffsetTransition
Excluded by name filter: java/time/chrono/ChronoLocalDate
Excluded by name filter: java/time/LocalDate
Excluded by name filter: java/time/temporal/TemporalField
Excluded by name filter: java/time/temporal/ChronoField
Excluded by name filter: java/time/temporal/TemporalUnit
Excluded by name filter: java/time/temporal/ChronoUnit
Excluded by name filter: java/time/temporal/TemporalAmount
Excluded by name filter: java/time/Duration
Excluded by name filter: java/math/BigInteger
Excluded by name filter: java/time/temporal/ValueRange
Excluded by name filter: java/time/LocalTime
Excluded by name filter: java/time/ZonedDateTime
Excluded by name filter: java/time/chrono/ChronoZonedDateTime
Excluded by name filter: java/util/logging/LogRecord$CallerFinder
Excluded by name filter: java/lang/StackWalker$Option
Excluded by name filter: java/lang/StackStreamFactory
Excluded by name filter: java/lang/StackWalker$ExtendedOption
Excluded by name filter: java/lang/StackStreamFactory$StackFrameTraverser
Excluded by name filter: java/lang/StackStreamFactory$WalkerState
Excluded by name filter: java/lang/StackStreamFactory$1
Excluded by name filter: java/lang/StackStreamFactory$StackFrameTraverser$StackFrameBuffer
Excluded by name filter: java/lang/StackStreamFactory$FrameBuffer
Excluded by name filter: java/lang/invoke/BoundMethodHandle$Species_LLL
Excluded by name filter: java/lang/invoke/BoundMethodHandle$Species_LLLL
Excluded by name filter: java/lang/invoke/BoundMethodHandle$Species_LLLLL
Excluded by name filter: java/lang/invoke/MethodHandles$1
Excluded by name filter: java/lang/invoke/BoundMethodHandle$Species_LJ
Excluded by name filter: java/lang/invoke/BoundMethodHandle$Species_LLLLLL
Excluded by name filter: java/lang/invoke/BoundMethodHandle$Species_LLLLLLL
Excluded by name filter: java/lang/invoke/LambdaFormEditor$1
Excluded by name filter: java/lang/Throwable$WrappedPrintWriter
Excluded by name filter: java/lang/Throwable$PrintStreamOrWriter
Excluded by name filter: java/lang/StackTraceElement$HashedModules
Excluded by name filter: java/util/logging/Level$RbAccess
Excluded by name filter: java/util/ResourceBundle
Excluded by name filter: jdk/internal/access/JavaUtilResourceBundleAccess
Excluded by name filter: java/util/ResourceBundle$1
Excluded by name filter: java/util/ResourceBundle$2
Excluded by name filter: java/util/ResourceBundle$Control
Excluded by name filter: sun/util/locale/LocaleObjectCache
Excluded by name filter: java/util/ResourceBundle$Control$CandidateListCache
Excluded by name filter: java/util/ResourceBundle$CacheKey
Excluded by name filter: java/util/ResourceBundle$KeyElementReference
Excluded by name filter: java/util/ResourceBundle$CacheKeyReference
Excluded by name filter: sun/util/locale/LocaleObjectCache$CacheEntry
Excluded by name filter: java/util/ResourceBundle$3
Excluded by name filter: java/util/ResourceBundle$ResourceBundleProviderHelper
Excluded by name filter: sun/util/logging/resources/logging
Excluded by name filter: java/util/ListResourceBundle
Excluded by name filter: java/util/ResourceBundle$BundleReference
Excluded by name filter: java/util/regex/ASCII
Excluded by name filter: java/util/Formatter$DateTime
Excluded by name filter: java/util/Calendar
Excluded by name filter: java/time/ZonedDateTime$1
Excluded by name filter: java/time/LocalDate$1
Excluded by name filter: java/text/DateFormatSymbols
Excluded by name filter: java/util/spi/LocaleServiceProvider
Excluded by name filter: java/text/spi/DateFormatSymbolsProvider
Excluded by name filter: sun/util/locale/provider/LocaleProviderAdapter
Excluded by name filter: sun/util/locale/provider/LocaleProviderAdapter$Type
Excluded by name filter: sun/util/locale/provider/LocaleProviderAdapter$1
Excluded by name filter: sun/util/locale/provider/ResourceBundleBasedAdapter
Excluded by name filter: sun/util/locale/provider/JRELocaleProviderAdapter
Excluded by name filter: sun/util/cldr/CLDRLocaleProviderAdapter
Excluded by name filter: sun/util/locale/provider/LocaleDataMetaInfo
Excluded by name filter: sun/util/cldr/CLDRBaseLocaleDataMetaInfo
Excluded by name filter: sun/util/locale/LanguageTag
Excluded by name filter: sun/util/locale/ParseStatus
Excluded by name filter: sun/util/locale/StringTokenIterator
Excluded by name filter: sun/util/locale/InternalLocaleBuilder
Excluded by name filter: sun/util/locale/InternalLocaleBuilder$CaseInsensitiveChar
Excluded by name filter: sun/util/locale/BaseLocale$Key
Excluded by name filter: sun/util/locale/BaseLocale$Cache
Excluded by name filter: java/util/Locale$Cache
Excluded by name filter: jdk/internal/module/ModulePatcher$PatchedModuleReader
Excluded by name filter: sun/util/resources/cldr/provider/CLDRLocaleDataMetaInfo
Excluded by name filter: sun/util/locale/provider/AvailableLanguageTags
Excluded by name filter: sun/util/locale/provider/DateFormatSymbolsProviderImpl
Excluded by name filter: sun/util/locale/provider/CalendarDataUtility
Excluded by name filter: java/util/Locale$Builder
Excluded by name filter: sun/util/resources/LocaleData
Excluded by name filter: sun/util/resources/LocaleData$1
Excluded by name filter: sun/util/resources/Bundles$Strategy
Excluded by name filter: sun/util/resources/LocaleData$LocaleDataStrategy
Excluded by name filter: sun/util/resources/Bundles
Excluded by name filter: sun/util/resources/Bundles$1
Excluded by name filter: sun/util/resources/Bundles$CacheKey
Excluded by name filter: java/util/ResourceBundle$SingleFormatControl
Excluded by name filter: java/util/ResourceBundle$NoFallbackControl
Excluded by name filter: sun/text/resources/cldr/FormatData
Excluded by name filter: sun/util/resources/Bundles$CacheKeyReference
Excluded by name filter: sun/util/resources/Bundles$BundleReference
Excluded by name filter: sun/text/resources/cldr/FormatData_en
